severity,category,record_index,tier,supplier_index,system,component,supplier_name,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,detail
HIGH,MASS_INVALID,94,,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,94,,,Ens.coussin dossier version têtière,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,95,,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,95,first_transformation,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,95,raw_material,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,95,primary_material,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,95,,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,95,,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,95,,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,95,,,Ens. Coussin dossier,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,96,,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,96,first_transformation,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,96,raw_material,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,96,primary_material,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,96,,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,96,,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,96,,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,96,,,Ens. Stowage latéral,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,97,,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,97,first_transformation,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,97,raw_material,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,97,primary_material,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,97,,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,97,,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,97,,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,97,,,Manchette acc. Mobile,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,98,,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,98,first_transformation,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,98,raw_material,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,98,primary_material,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,98,,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,98,,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,98,,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,98,,,Manchette équipée,FRMC55 (C55 = % de carbone) et FMR = ?,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,99,,,Accoudoir allée,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,99,first_transformation,,Accoudoir allée,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,99,raw_material,,Accoudoir allée,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,99,primary_material,,Accoudoir allée,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,99,,,Accoudoir allée,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,99,,,Accoudoir allée,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,99,,,Accoudoir allée,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,99,,,Accoudoir allée,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,100,,,Ens. Palette optimisée,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,100,first_transformation,,Ens. Palette optimisée,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,100,raw_material,,Ens. Palette optimisée,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,100,primary_material,,Ens. Palette optimisée,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,100,,,Ens. Palette optimisée,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,100,,,Ens. Palette optimisée,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,100,,,Ens. Palette optimisée,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,100,,,Ens. Palette optimisée,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,101,,,Ensemble porte,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,101,first_transformation,,Ensemble porte,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,101,raw_material,,Ensemble porte,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,101,primary_material,,Ensemble porte,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,101,,,Ensemble porte,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,101,,,Ensemble porte,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,101,,,Ensemble porte,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,101,,,Ensemble porte,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,102,,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,102,first_transformation,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,102,raw_material,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,102,primary_material,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,102,,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
MEDIUM,TRANSPORT_MODES_EMPTY,102,,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,102,,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,102,,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,102,,,Ens. Structure fauteuil,GLO: moulage par injection plastique,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,COMPONENT_IS_NOT_A_MATERIAL_OR_PART,103,,,Bumper version porte,packaging,,,,,,,,,component is a logistics/package placeholder rather than a material or part
MEDIUM,RAW_MATERIALS_EMPTY,103,,,Bumper version porte,packaging,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,103,first_transformation,,Bumper version porte,packaging,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,103,raw_material,,Bumper version porte,packaging,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,103,primary_material,,Bumper version porte,packaging,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,103,,,Bumper version porte,packaging,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,103,,,Bumper version porte,packaging,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,103,,,Bumper version porte,packaging,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,103,,,Bumper version porte,packaging,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,104,,,Ens. Tablette cocktail,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,104,first_transformation,,Ens. Tablette cocktail,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,104,raw_material,,Ens. Tablette cocktail,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,104,primary_material,,Ens. Tablette cocktail,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,104,,,Ens. Tablette cocktail,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,104,,,Ens. Tablette cocktail,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,104,,,Ens. Tablette cocktail,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,104,,,Ens. Tablette cocktail,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,105,,,Ens. Tablette repas,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,105,first_transformation,,Ens. Tablette repas,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,105,raw_material,,Ens. Tablette repas,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,105,primary_material,,Ens. Tablette repas,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,105,,,Ens. Tablette repas,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,105,,,Ens. Tablette repas,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,105,,,Ens. Tablette repas,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,105,,,Ens. Tablette repas,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,106,,,Ens. Têtière,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,106,first_transformation,,Ens. Têtière,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,106,raw_material,,Ens. Têtière,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,106,primary_material,,Ens. Têtière,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,106,,,Ens. Têtière,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,106,,,Ens. Têtière,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,106,,,Ens. Têtière,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,106,,,Ens. Têtière,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,107,,,Stowage assemblé avec porte,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,107,first_transformation,,Stowage assemblé avec porte,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,107,raw_material,,Stowage assemblé avec porte,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,107,primary_material,,Stowage assemblé avec porte,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,107,,,Stowage assemblé avec porte,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,107,,,Stowage assemblé avec porte,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,107,,,Stowage assemblé avec porte,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,107,,,Stowage assemblé avec porte,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,108,,,Support écran,inox,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,108,first_transformation,,Support écran,inox,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,108,raw_material,,Support écran,inox,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,108,primary_material,,Support écran,inox,,,,,,,,,primary_material supplier list is empty
MEDIUM,TRANSPORT_MODES_EMPTY,108,,,Support écran,inox,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,108,,,Support écran,inox,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,108,,,Support écran,inox,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,108,,,Support écran,inox,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,109,,,Capot NFC,kydex,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,109,first_transformation,,Capot NFC,kydex,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,109,raw_material,,Capot NFC,kydex,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,109,primary_material,,Capot NFC,kydex,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,109,,,Capot NFC,kydex,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
MEDIUM,TRANSPORT_MODES_EMPTY,109,,,Capot NFC,kydex,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,109,,,Capot NFC,kydex,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,109,,,Capot NFC,kydex,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,109,,,Capot NFC,kydex,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,110,,,Coussin ottoman,kydex,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,110,first_transformation,,Coussin ottoman,kydex,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,110,raw_material,,Coussin ottoman,kydex,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,110,primary_material,,Coussin ottoman,kydex,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,110,,,Coussin ottoman,kydex,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
MEDIUM,TRANSPORT_MODES_EMPTY,110,,,Coussin ottoman,kydex,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,110,,,Coussin ottoman,kydex,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,110,,,Coussin ottoman,kydex,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,110,,,Coussin ottoman,kydex,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,111,,,Ens. Stowage latéral,kydex,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,111,first_transformation,,Ens. Stowage latéral,kydex,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,111,raw_material,,Ens. Stowage latéral,kydex,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,111,primary_material,,Ens. Stowage latéral,kydex,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,111,,,Ens. Stowage latéral,kydex,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
MEDIUM,TRANSPORT_MODES_EMPTY,111,,,Ens. Stowage latéral,kydex,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,111,,,Ens. Stowage latéral,kydex,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,111,,,Ens. Stowage latéral,kydex,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,111,,,Ens. Stowage latéral,kydex,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,112,,,Ensemble porte,kydex,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,112,first_transformation,,Ensemble porte,kydex,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,112,raw_material,,Ensemble porte,kydex,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,112,primary_material,,Ensemble porte,kydex,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,112,,,Ensemble porte,kydex,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
MEDIUM,TRANSPORT_MODES_EMPTY,112,,,Ensemble porte,kydex,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,112,,,Ensemble porte,kydex,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,112,,,Ensemble porte,kydex,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,112,,,Ensemble porte,kydex,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,113,,,Ens. Tablette cocktail,kydex,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,113,first_transformation,,Ens. Tablette cocktail,kydex,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,113,raw_material,,Ens. Tablette cocktail,kydex,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,113,primary_material,,Ens. Tablette cocktail,kydex,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,113,,,Ens. Tablette cocktail,kydex,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
MEDIUM,TRANSPORT_MODES_EMPTY,113,,,Ens. Tablette cocktail,kydex,,,,,,,,,to_first_transformation.modes is empty or missing
MEDIUM,TRANSPORT_MODES_EMPTY,113,,,Ens. Tablette cocktail,kydex,,,,,,,,,mine_to_refinery.modes is empty or missing
HIGH,MASS_INVALID,113,,,Ens. Tablette cocktail,kydex,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,113,,,Ens. Tablette cocktail,kydex,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,RAW_MATERIALS_EMPTY,114,,,Ens. Tablette repas,kydex,,,,,,,,,raw_materials list is empty
MEDIUM,MISSING_SUPPLIER_TIER,114,first_transformation,,Ens. Tablette repas,kydex,,,,,,,,,first_transformation supplier list is empty
MEDIUM,MISSING_SUPPLIER_TIER,114,raw_material,,Ens. Tablette repas,kydex,,,,,,,,,raw_material supplier list is empty
LOW,MISSING_SUPPLIER_TIER,114,primary_material,,Ens. Tablette repas,kydex,,,,,,,,,primary_material supplier list is empty
LOW,TRANSPORT_MODE_COMBINED_OR_UNNORMALIZED,114,,,Ens. Tablette repas,kydex,,,,,,,,,from_supplier_to_safran.modes mixes combined route strings with a mode list: Camion - Bateau
